Final cost,Final dist,Average dofs,Average optimisation time (ms),Average percent derivs,Average time derivs (ms),Average time BP (ms),Average time FP (ms),Average surprise
1406.7,7.69518,0,1534.15,100,477.485,1034.3,15.7992,0
1382.48,7.56222,0,1246.01,100,501.218,720.802,17.7098,0
1250.56,6.72305,0,631.811,100,487.374,126.486,12.3781,0
1033.37,6.31862,0,1294.31,100,513.35,765.378,9.3398,0
1995.26,11.5598,0,6557.24,100,957.662,5575.58,13.789,0
2864.73,13.9361,0,6391.25,100,887.303,5481.36,13.324,0
1772.73,10.8456,0,6414.07,100,883.49,5507.89,12.639,0
2116.73,9.95816,0,2527.28,100,701.931,1801.79,13.825,0
1520.91,8.37827,0,620.757,100,471.557,135.56,8.26925,0
2101.55,10.54,0,600.901,100,455.957,133.666,6.2399,0
1611.79,8.72615,0,612.984,100,463.352,136.257,8.25765,0
1554.72,8.54384,0,633.536,100,474.663,146.812,6.82265,0
1259.53,7.44605,0,629.553,100,465.767,152.124,6.4999,0
1317.34,7.54216,0,617.019,100,459.987,145.084,6.9768,0
1479.98,8.2682,0,611.72,100,460.02,139.621,7.04905,0
1834.97,9.56428,0,592.001,100,442.964,138.805,5.23443,0
1360.61,7.57591,0,652.911,100,491.559,138.846,17.1635,0
2000.79,8.85114,0,629.256,100,468.937,145.394,9.5515,0
1168.78,7.08431,0,631.576,100,475.493,141.271,9.5058,0
1332.87,7.75757,0,608.565,100,449.612,147.997,6.02248,0
