Final cost,Final dist,Average dofs,Average optimisation time (ms),Average percent derivs,Average time derivs (ms),Average time BP (ms),Average time FP (ms),Average surprise
1494.99,7.37818,105.455,559.098,100,424.212,118.137,10.4619,0
1097.45,6.19601,52.4222,268.783,100,214.456,37.5505,11.4292,0
1152.16,6.94596,95.68,494.24,100,381.495,96.935,10.4172,0
1096.17,6.07526,31.6494,155.962,100,123.961,19.4482,7.30547,0
1255.34,7.13491,36.1538,186.802,100,149.539,24.7853,7.12766,0
2626.67,13.1816,60.9024,301.955,100,236.915,50.8386,9.05466,0
1081.07,6.80982,36.5224,180.471,100,143.902,23.2112,8.07403,0
1428.58,7.95988,108.864,567.755,100,444.141,107.653,10.469,0
1502.38,8.03725,51.5625,254.961,100,198.51,44.3254,7.07583,0
2156.89,10.5293,74.5294,360.788,100,285.611,63.4099,6.63379,0
1575.38,8.58367,53.6279,283.034,100,222.064,48.3299,7.43891,0
1753.29,7.97098,53.4048,290.365,100,221.376,55.6688,7.82074,0
1284.08,7.04716,47.84,242.169,100,185.944,43.979,7.15018,0
1484.42,7.58057,78.2333,408.931,100,312.905,82.2184,8.42297,0
1479.15,8.25348,38.4032,194.62,100,154.736,28.1103,6.70803,0
1856.36,9.34451,32.1282,155.489,100,123.031,20.2993,7.06391,0
1334.21,7.72012,48,253.271,100,198.656,41.8881,7.3301,0
1805.25,9.41517,28.9048,141.548,100,114.119,15.1156,7.21343,0
1158.26,7.01077,51.6809,257.048,100,207.06,34.9048,9.89013,0
1318.39,7.82239,20.9912,103.828,100,83.2248,9.69781,5.78204,0
