Optimisation time (ms),num dofs,% derivs,derivs time (ms),BP time (ms),FP time (ms),surprise,expected,new cost
1061.72,115,100,892.039,133.623,25.754,0,0,0
1036.35,115,100,862.375,144.536,18.573,0,0,0
725.214,115,100,550.793,153.186,14.058,0,0,0
553.795,115,100,400.706,137.744,9.82,0,0,0
547.269,115,100,396.219,135.146,10.151,0,0,0
569.92,115,100,427.167,127.014,10.397,0,0,0
533.98,115,100,385.998,133.007,9.759,0,0,0
551.207,115,100,391.826,144.312,9.584,0,0,0
527.791,115,100,364.259,149.992,8.699,0,0,0
524.881,115,100,356.069,155.068,8.686,0,0,0
497.469,115,100,367.594,115.061,9.52,0,0,0
534.092,115,100,362.565,157.712,8.833,0,0,0
514.081,115,100,345.544,155.602,8.368,0,0,0
502.746,115,100,361.169,127.596,8.383,0,0,0
523.113,115,100,361.508,148.235,8.395,0,0,0
547.216,115,100,394.281,138.161,9.515,0,0,0
533.628,115,100,382.993,136.322,9.053,0,0,0
548.142,115,100,373.903,160.671,8.433,0,0,0
489.745,115,100,325.405,150.01,7.728,0,0,0
61.144,17,100,49.916,2.06,4.862,0,0,0
64.726,17,100,52.626,2.126,5.137,0,0,0
64.656,17,100,52.665,2.132,5.015,0,0,0
64.889,17,100,52.923,2.132,4.929,0,0,0
64.459,17,100,52.694,2.122,4.874,0,0,0
67.194,17,100,51.929,2.151,4.974,0,0,0
71.585,17,100,59.788,2.087,4.928,0,0,0
67.039,17,100,54.267,2.149,5.799,0,0,0
69.99,17,100,58.049,2.057,5.031,0,0,0
70.537,17,100,57.986,2.117,5.009,0,0,0
69.936,17,100,57.763,2.096,5.18,0,0,0
67.939,17,100,55.484,2.174,5.084,0,0,0
