Final cost,Final dist,Average dofs,Average optimisation time (ms),Average percent derivs,Average time derivs (ms),Average time BP (ms),Average time FP (ms),Average surprise
909.914,0.145669,29.1333,312.289,100,266.505,23.5389,12.7982,0
1165.55,0.0466282,28.4828,327.791,100,288.364,13.6146,14.2608,0
1343.89,0.215295,21,245.896,100,215.548,9.25339,11.0147,0
762.601,0.0853614,23.0278,258.549,100,225.67,10.3068,11.9136,0
906.763,0.0249735,24,278.942,100,242.481,10.5889,13.2043,0
941.308,0.0900302,19.725,230.866,100,200.323,7.49033,11.4966,0
1757.84,0.269232,18.7647,183.153,100,158.954,7.51659,8.41335,0
1556.01,0.0474282,22.5294,271.179,100,236.513,9.69276,12.3646,0
839.553,0.0579131,18.814,219.242,100,191.46,6.68049,10.61,0
1230.26,0.16822,20.9524,219.099,100,190.922,8.89217,9.73055,0
1054.93,0.177639,19.0638,197.734,100,173.123,6.9234,9.02713,0
1158.56,0.0318556,23.6897,322.765,100,279.461,11.4818,16.3604,0
1550.57,0.210331,21.3571,221.02,100,194.158,8.36486,9.37371,0
1509.67,0.184652,19.75,209.881,100,183.707,7.82793,9.4953,0
1182.64,0.0248537,21.6364,277.765,100,240.154,9.14624,14.4624,0
7832.01,0.695882,19.8261,200.074,100,174.228,7.64589,9.3152,0
1054.81,0.182886,20.6087,200.818,100,176.069,8.33283,8.52039,0
1632.5,0.117751,20.4,207.178,100,179.702,9.13153,9.27113,0
4658.79,0.109333,20.2093,215.057,100,186.736,7.79912,10.3226,0
980.733,0.093665,23.6944,261.267,100,229.447,9.90014,11.3084,0
1062.9,0.0320484,18.9524,218.73,100,188.71,7.80364,11.1856,0
1014.74,0.105503,20.7895,246.496,100,214.895,8.28621,12.0076,0
854.022,0.0413669,18.0417,191.202,100,165.466,6.48662,9.6114,0
754.738,0.0801544,21.973,249.867,100,217.741,9.81776,11.4243,0
1118.68,0.182152,23.1081,250.143,100,220.627,9.57273,10.5343,0
1333.55,0.203346,19.9574,195.44,100,170.653,7.97279,8.52809,0
1134.98,0.186429,35.125,393.73,100,337.157,29.5569,16.3127,0
1135.29,0.189517,19.878,225.886,100,197.935,7.67122,10.5198,0
1021.36,0.180789,22.0732,228.948,100,201.279,8.8909,9.69515,0
1428.9,0.202578,21.2619,220.11,100,191.607,9.14612,9.72343,0
1030.49,0.174765,21.4186,214.443,100,188.326,8.77853,8.56335,0
69421.7,2.21342,20.1915,195.991,100,170.5,7.73194,8.83462,0
4743.47,0.517111,20.087,203.367,100,178.062,7.98046,8.91702,0
