Final cost,Final dist,Average dofs,Average optimisation time (ms),Average percent derivs,Average time derivs (ms),Average time BP (ms),Average time FP (ms),Average surprise
1123.02,0.15869,0,192.391,100,168.771,4.86115,12.8923,0
909.525,0.144138,0,195.538,100,173.06,4.99191,11.5893,0
1268.64,0.207164,0,219.097,100,197.463,5.64981,9.24907,0
1239.49,0.204727,0,219.838,100,191.551,6.9258,14.5145,0
668.621,0.080291,0,220.568,100,194.808,6.93049,11.1469,0
1310.53,0.200081,0,204.52,100,178.537,6.95867,12.4052,0
1271.07,0.223141,0,214.482,100,190.811,6.91698,9.75386,0
873.53,0.0749838,0,237.613,100,196.378,6.84336,27.3308,0
711.7,0.0249901,0,221.652,100,198.55,6.89453,8.28595,0
744.629,0.0570426,0,223.858,100,197.048,6.83598,12.5164,0
1044.41,0.173435,0,200.827,100,178.714,6.9184,8.71964,0
1466.14,0.217817,0,222.02,100,199.42,6.84127,8.48834,0
1217.79,0.18345,0,211.442,100,184.184,6.87193,13.3961,0
878.178,0.14718,0,210.275,100,188.365,6.99893,8.09098,0
934.006,0.0602358,0,233.286,100,202.352,6.74418,15.8617,0
762.355,0.136014,0,208.05,100,184.3,6.84057,10.039,0
913.999,0.146672,0,218.566,100,189.259,6.8454,14.9305,0
1993.06,0.317926,0,206.493,100,183.613,6.91133,8.85256,0
1275.01,0.0823606,0,222.691,100,191.515,6.91629,16.336,0
828.504,0.137905,0,220.248,100,196.109,6.95567,9.69021,0
784.916,0.134639,0,223.634,100,195.599,6.81785,13.4297,0
968.244,0.125482,0,218.33,100,193.854,6.87912,9.95857,0
848.677,0.144938,0,214.419,100,186.556,6.90347,13.8567,0
828.389,0.147767,0,221.757,100,193.491,6.8852,13.6298,0
1406.63,0.212696,0,214.551,100,190.516,6.90909,10.1838,0
1291.24,0.184614,0,218.45,100,186.21,6.86921,18.2337,0
1346.94,0.216759,0,208.585,100,187.189,6.86389,7.79466,0
1182.27,0.0809348,0,236.514,100,205.455,6.84033,15.5844,0
1093.34,0.0776346,0,236.364,100,205.151,6.78997,15.8895,0
850.242,0.107737,0,229.377,100,196.905,6.81565,17.7798,0
1320.54,0.162238,0,231.971,100,194.876,6.83113,22.8392,0
707.226,0.115086,0,213.513,100,184.896,6.86602,14.8274,0
864.361,0.134314,0,237.056,100,198.158,6.88377,24.5107,0
36485.9,1.62837,0,191.664,100,171.957,6.92127,6.80204,0
36465,1.67093,0,213.98,100,191.55,6.9234,8.21172,0
1167.93,0.0922874,0,240.931,100,203.953,6.86487,21.9649,0
984.303,0.155117,0,228.044,100,193.497,6.9152,20.0531,0
944.742,0.159868,0,212.439,100,187.111,6.86386,11.5563,0
1078.57,0.156568,0,225.072,100,198.78,6.93161,11.8853,0
5030.2,0.556487,0,191.782,100,171.629,6.92663,7.30227,0
769.904,0.0283851,0,217.867,100,192.959,6.81474,9.8205,0
1053.8,0.168989,0,219.746,100,187.302,6.86079,18.3998,0
1214.11,0.170215,0,245.695,100,201.285,6.85784,30.4155,0
1029.21,0.0950761,0,228.37,100,199.767,6.86058,13.4808,0
1304.85,0.210499,0,216.755,100,193.996,6.86812,8.67745,0
1056.65,0.185086,0,204.594,100,179.582,6.89871,11.5181,0
6524.79,0.550242,0,237.214,100,200.359,6.9131,22.5627,0
959.343,0.0543502,0,256.645,100,217.138,6.9505,23.8263,0
932.519,0.175141,0,212.289,100,187.501,6.88782,10.8648,0
1050.03,0.182641,0,212.658,100,183.927,6.90602,14.7746,0
5212.45,0.528081,0,231.337,100,194.719,6.89318,22.1356,0
1227.76,0.165071,0,235.367,100,191.778,6.96605,29.6743,0
845.678,0.150298,0,199.962,100,176.338,6.95185,10.2394,0
835.321,0.143374,0,219.864,100,193.615,6.92205,11.7558,0
