Final cost,Final dist,Average dofs,Average optimisation time (ms),Average percent derivs,Average time derivs (ms),Average time BP (ms),Average time FP (ms),Average surprise
1451.8,7.61161,26.2989,138.423,100,115.427,8.17928,8.34783,0
1061.59,6.51799,27.1205,143.984,100,118.551,12.546,7.00787,0
1174.27,6.77692,25.3936,126.133,100,102.884,12.1703,5.82096,0
1042.76,6.45712,24.6947,124.346,100,101.703,11.7613,5.55953,0
1220.16,6.91104,26.087,129.233,100,105.45,12.2126,6.15385,0
2658.08,13.2552,21.0522,102.208,100,83.9817,6.85982,5.84687,0
1092.43,6.77331,21.3839,104.912,100,86.1195,7.9671,5.54949,0
1421.55,7.87899,25.3404,126.479,100,103.202,11.979,5.88613,0
1485.01,8.33201,23.7255,116.643,100,94.2144,11.7294,5.50929,0
2075.94,10.3495,21.2566,103.462,100,84.6923,7.83872,5.60068,0
1578.43,8.64297,21.6091,107.575,100,88.5764,7.96033,5.80641,0
1527.31,8.4521,23.6327,120.905,100,98.7541,10.8357,5.80892,0
1248.99,7.29298,21.3818,107.133,100,87.8228,7.79847,5.95622,0
1320.22,7.7378,21.1983,101.915,100,83.8142,7.41962,5.49081,0
1494.42,8.34713,21.3363,105.203,100,86.3738,8.19819,5.51373,0
1870.06,9.28683,23.8942,114.028,100,92.166,11.2652,5.486,0
1320.12,7.65933,24.1684,125.262,100,103.522,10.1837,6.24679,0
1819.36,9.4871,20.7155,100.911,100,83.169,7.24665,5.37626,0
1153.86,7.01348,21.4464,105.468,100,86.5661,8.05303,5.63137,0
1356.12,7.45283,24.7475,119.729,100,96.6515,12.1671,5.6334,0
