Final cost,Final dist,Average dofs,Average optimisation time (ms),Average percent derivs,Average time derivs (ms),Average time BP (ms),Average time FP (ms),Average surprise
2883.97,0.0636861,154,3046.82,100,2467.06,521.622,28.7906,0
6096.9,0.180552,154,3208.33,100,2588.87,566.133,26.4116,0
4911.05,0.102933,106.125,2973.98,100,2622.98,266.104,44.4648,0
2939.22,0.107424,154,3139.09,100,2515.53,571.865,26.2043,0
3903.33,0.125648,80,1580.19,100,1286.88,245.007,24.3778,0
3876.02,0.148514,77.8889,2258.8,100,1897.42,259.308,52.5066,0
4567.03,0.0988415,24.3158,1040.71,100,882.946,34.8263,63.5425,0
4559.93,0.0917379,24.6111,1079.83,100,920.094,33.5366,65.792,0
2737.65,0.0826383,24.2105,1049.13,100,893.216,32.656,63.2408,0
3477.76,0.0317088,24.4211,1056.6,100,902.892,31.7373,62.8926,0
3967.45,0.0760429,24.2105,1056.23,100,898.835,35.0156,63.9884,0
3057.58,0.119221,78.1111,2253.51,100,1902.68,247.696,52.5106,0
5876.18,0.192505,77.8889,2255.86,100,1913.67,241.314,51.2116,0
4394.94,0.161098,77.8889,2266.83,100,1917.52,249.004,50.9128,0
4692.15,0.178279,154,4279.47,100,3637.58,569.693,36.4122,0
4676.03,0.169483,123.167,3467.35,100,3034.45,349.735,42.1747,0
3962.64,0.158172,151,4374.48,100,3823.37,471.254,40.6903,0
3546.35,0.135321,77.8889,2249.46,100,1903.53,242.993,52.999,0
4653.16,0.051596,28.5882,1194.75,100,1030.18,36.9291,68.0651,0
4669.5,0.163843,87.5,2584.67,100,2209,268.693,57.4384,0
