Optimisation time (ms),num dofs,% derivs,derivs time (ms),BP time (ms),FP time (ms),surprise,expected,new cost
3818.57,154,100,3209.45,515.466,64.068,0,0,0
697.158,28,100,624.13,10.37,33.059,0,0,0
665.485,25,100,586.013,7.703,36.527,0,0,0
519.888,17,100,432.665,3.928,37.724,0,0,0
538.897,17,100,461.842,4.092,39.58,0,0,0
664.105,17,100,565.162,3.667,45.891,0,0,0
804.728,17,100,690.381,3.683,56.944,0,0,0
929.37,17,100,801.064,3.693,67.402,0,0,0
1093.43,17,100,941.826,3.605,76.861,0,0,0
1032.23,17,100,884.029,3.885,77.417,0,0,0
1103.92,17,100,942.169,4.057,83.21,0,0,0
1078.6,17,100,922.814,4.059,83.025,0,0,0
1116.72,17,100,967.709,3.44,76.546,0,0,0
1190.41,17,100,1029.5,3.853,86.749,0,0,0
1250.92,17,100,1082.49,3.715,90.321,0,0,0
1305.2,17,100,1122.28,4.248,96.136,0,0,0
1234.95,17,100,1068.89,3.663,87.777,0,0,0
