Optimisation time (ms),num dofs,% derivs,derivs time (ms),BP time (ms),FP time (ms),surprise,expected,new cost
430.138,55,100,360.813,46.153,18.569,0,0,0
123.677,15,100,108.189,2.776,7.049,0,0,0
128.52,15,100,111.966,2.998,7,0,0,0
135.445,15,100,118.57,2.945,7.262,0,0,0
135.895,15,100,117.369,2.88,7.371,0,0,0
134.64,15,100,116.731,2.882,7.726,0,0,0
136.462,15,100,116.402,2.772,10.058,0,0,0
146.09,16,100,126.622,2.956,8.223,0,0,0
120.384,12,100,102.83,1.74,8.308,0,0,0
123.667,12,100,105.095,1.683,8.229,0,0,0
123.542,12,100,103.066,1.699,10.523,0,0,0
145.524,14,100,126.055,2.473,8.43,0,0,0
136.097,13,100,116.395,2.086,9.223,0,0,0
160.971,15,100,135.872,2.785,9.92,0,0,0
143.778,13,100,121.156,2.175,10.597,0,0,0
161.024,14,100,137.549,2.326,10.669,0,0,0
177.945,15,100,153.528,2.648,10.639,0,0,0
163.339,14,100,139.21,2.369,11.752,0,0,0
167.635,14,100,144.212,2.304,10.883,0,0,0
181.217,14,100,154.453,2.246,12.47,0,0,0
188.181,15,100,158.923,2.991,12.38,0,0,0
216.533,16,100,186.598,3.089,13.249,0,0,0
222.516,17,100,191.33,3.506,14.663,0,0,0
231.702,18,100,198.431,3.821,13.575,0,0,0
217.414,17,100,186.818,3.579,14.067,0,0,0
188.681,15,100,162.2,2.75,11.943,0,0,0
212.993,16,100,185.044,2.794,12.78,0,0,0
162.371,13,100,137.749,2.097,12.236,0,0,0
166.834,13,100,141.283,2.072,12.139,0,0,0
188.602,15,100,162.478,2.782,11.712,0,0,0
173.092,13,100,147.141,2.135,12.599,0,0,0
177.657,13,100,149.66,2.196,13.808,0,0,0
200.829,15,100,172.2,2.756,12.184,0,0,0
230.836,17,100,201.67,3.491,11.791,0,0,0
170.049,12,100,144.558,1.673,12.543,0,0,0
167.836,12,100,137.65,1.68,12.431,0,0,0
175.656,13,100,147.67,2.166,13.197,0,0,0
190.833,15,100,164.609,2.757,12.019,0,0,0
210.393,18,100,185.187,3.853,10.662,0,0,0
176.122,14,100,154.406,2.231,10.154,0,0,0
163.175,14,100,141.474,2.336,10.223,0,0,0
155.087,13,100,133.815,2.068,10.072,0,0,0
175.644,15,100,153.602,2.733,9.533,0,0,0
181.66,16,100,158.43,2.922,10.196,0,0,0
156.401,13,100,134.45,2.119,10.244,0,0,0
153.593,13,100,131.901,2.084,9.969,0,0,0
150.657,13,100,129.851,2.154,9.347,0,0,0
155.582,13,100,133.537,2.185,9.858,0,0,0
144.351,13,100,123.501,2.06,9.265,0,0,0
185.433,17,100,160.727,4.189,11.383,0,0,0
192.984,19,100,169.553,4.598,9.172,0,0,0
156.807,13,100,134.915,2.03,10.079,0,0,0
152.905,13,100,132.424,2.095,9.278,0,0,0
